Utterance_Das,Original_Label,DeepSeek
"Joe, your dad's in love big time. And the worst part of it is, it's with two different women. (Statement Non Opinion) ",neutral,neutral
Oh man. Please tell me one of 'em is Ma. (Statement Opinion) ,disgust,fear
"Of course, course one of 'em's Ma. What's the matter with you. (Statement Non Opinion) ",surprise,anger
"Everything's gonna be all right. Okay, Dick? (Statement Opinion) ",neutral,joy
"Hello, I am Guru Saj--Whoa!! That's supposed to be a duck right? 'Cause otherwise, this is waaay out of my league. (Statement Non Opinion) ",surprise,surprise
"Hey, Rach, how was work? (Question) ",neutral,neutral
"Oh, great. Although I did sit down where there wasn't a chair. (Answer) ",neutral,surprise
"By the way, Ross dropped by a box of your stuff. (Statement Non Opinion) ",neutral,neutral
"Oh, well, I guess I had that one coming. (Statement Non Opinion) ",neutral,sadness
"I'm just gonna throw it out, it's probably just a bunch of shampoo and... (Statement Non Opinion) ",neutral,neutral
Something wrong? (Question) ,neutral,neutral
No. Nothing. (Answer) ,neutral,sadness
"And then, and then you said that thing about, about bringing the Mesozoic era in the 21st century. (Statement Non Opinion) ",neutral,neutral
"Yeah, that's it? (Backchannel) ",surprise,neutral
Yeah. (Others) ,neutral,neutral
"Dude, I am sorry about what I said! (Apology) ",sadness,sadness
"No, no, you're right, it is a ridiculous name! (Agreement) ",disgust,anger
It's not that bad. (Statement Non Opinion) ,neutral,neutral
"Yes it is! From now on, I have no first name. (Disagreement) ",anger,anger
"So, you're just Bing? (Question) ",neutral,surprise
Because we won our apartment back! (Answer) ,joy,joy
"What? Ace is high! Jack, queen, king, ace! (Statement Non Opinion) ",surprise,surprise
"No! Ace is low! Ace, two, three, four! (Statement Non Opinion) ",anger,anger
I don't know. Ooh! Ooh! Look it! Ah-ha! (Statement Non Opinion) ,surprise,surprise
"All right, cut, let's pick again, pick again. (Statement Opinion) ",neutral,neutral
Okay. (Agreement) ,neutral,neutral
Come on apartment! Come on apartment! Oh! I know queen is high! (Statement Non Opinion) ,anger,joy
"Uh-huh, not as high as... It worked! King! (Disagreement) ",surprise,joy
Yeah baby! (Backchannel) ,joy,joy
"But, we pick again! We pick again! (Statement Opinion) ",joy,anger
Why?! (Question) ,neutral,anger
I don't know! (Answer) ,fear,neutral
Tickets please! That's courtside baby! (Statement Non Opinion) ,joy,joy
"Seriously, good game though. Good game. What are they so mad about? They get the apartment back! (Question) ",surprise,surprise
No they didn't! (Answer) ,joy,anger
"You know, I don't think we brought enough stuff. Did you forget to pack the baby's anvil? (Question) ",neutral,anger
It's gonna be worth it. (Statement Opinion) ,neutral,joy
"It's a known fact that women love babies, all right? (Statement Non Opinion) ",neutral,neutral
Women love guys who love babies. (Statement Opinion) ,neutral,joy
It's that whole sensitive thing. (Statement Non Opinion) ,neutral,neutral
"Quick, aim him at that pack o' babes over there. (Others) ",neutral,joy
Maybe one of them will break away. (Statement Opinion) ,neutral,joy
"No, no wait, for get them, we got one, hard left. (Statement Non Opinion) ",joy,neutral
"All right, gimme the baby. (Statement Non Opinion) ",neutral,neutral
"No, I got him. (Disagreement) ",neutral,anger
"Oh, seriously you want him? (Question) ",surprise,surprise
Hello. (Greeting) ,neutral,neutral
"Well, don't, don't think me immodest, but, me? (Statement Opinion) ",surprise,joy
You wanna smell him? (Question) ,neutral,neutral
"Oh, yeah. He's got that great baby smell. Get a whiff of his head. (Statement Opinion) ",joy,joy
What'd I tell you? What'd I tell you? (Question) ,joy,joy
"Well, we are great guys. (Statement Opinion) ",neutral,joy
"Well, not really. (Others) ",neutral,neutral
"I mean technically it's-it's not against the rules or anything, but it is frowned upon. (Statement Non Opinion) ",neutral,neutral
"Especially by that professor we ran into last night, Judgey von Holierthanthou. (Statement Non Opinion) ",anger,neutral
"Well Ross, you be careful now. You don't want to get a reputation as y'know Professor McNailshisstudents. (Statement Opinion) ",joy,anger
Yeah. What-what should I do? (Question) ,fear,sadness
"Well Ross, it seems pretty clear. (Answer) ",neutral,neutral
I mean what's more important? (Question) ,neutral,neutral
"What people think or how you feel, huh? (Question) ",neutral,neutral
"Ross, you gotta follow your heart. (Answer) ",neutral,joy
Joey that is so sweet. (Apology) ,joy,joy
Hey. (Greeting) ,neutral,neutral
"Hey-hey-hey! So, how did it go with Dana? Any reason I should leave a block of time open say Thursday? (Question) ",neutral,joy
I couldn't do it. (Answer) ,sadness,sadness
You couldn't do it?! (Question) ,surprise,surprise
"Hey, relax I just need more time. We're going to dinner tonight. (Answer) ",neutral,neutral
What?! You're going out with her again! (Question) ,surprise,surprise
Going out with who? (Question) ,neutral,neutral
"Uh, Dana Keystone from college. (Answer) ",neutral,neutral
Oh yeah! Wasn't she uh (Others) ,surprise,neutral
"No, that was Dana Caplin. (Disagreement) ",neutral,neutral
Joey! You didn't even know her! (Statement Non Opinion) ,surprise,anger
Ah whatever! (Others) ,anger,disgust
"Morning! Hey, how's my favorite genius and my little robot buddy?! (Question) ",joy,joy
Don't touch him! (Command) ,anger,anger
Okay! (Agreement) ,surprise,neutral
All right. (Statement Non Opinion) ,neutral,neutral
"Umm, all right Wayne, level with me. (Statement Non Opinion) ",neutral,neutral
I-I keep hearing all these rumors that I might get fired. (Statement Non Opinion) ,fear,sadness
"Okay, they even have actors coming in to read for my part! (Statement Non Opinion) ",fear,sadness
"Come on man, you-you got to give me a second chance! (Statement Opinion) ",sadness,sadness
"I mean, I love-I love this little guy! (Statement Non Opinion) ",joy,joy
Ah-ah!! (Backchannel) ,surprise,surprise
"Okay, that's why you didn't want me to touch him right? (Question) ",surprise,fear
Here you go! (Statement Non Opinion) ,neutral,neutral
Okay? (Others) ,neutral,neutral
Stupid! (Others) ,anger,anger
I can't believe it! (Statement Non Opinion) ,surprise,anger
God! (Others) ,anger,anger
"Hey, how you doin'? (Question) ",neutral,joy
Hey. (Greeting) ,neutral,neutral
"Hi. Look um, about what happened earlier... (Statement Non Opinion) ",sadness,neutral
"No, hey, well, I-I completely understand. You were, you were stressed. (Statement Opinion) ",neutral,neutral
I was gonna give you a chance to apologise to me. (Statement Non Opinion) ,disgust,anger
For what? For letting you throw me out of your office? (Disagreement) ,anger,anger
You had no (Others) ,anger,anger
"Yeah, well excuse me for wanting to be with my girlfriend on our anniversary, boy what an ass am I. (Statement Non Opinion) ",anger,anger
"But I told you, I didn't have the time! (Statement Non Opinion) ",anger,anger
"Yeah, well you never have the time. I mean, I don't feel like I even have a girlfriend anymore, Rachel. (Statement Non Opinion) ",anger,sadness
"Wh, Ross what do you want from me? (Question) ",anger,anger
"You want me, you want me to quit my job so you can feel like you have a girlfriend? (Statement Opinion) ",anger,anger
Bye. (Greeting) ,neutral,anger
I know. (Agreement) ,neutral,neutral
"Ooh, I have to tell you something. (Statement Non Opinion) ",joy,joy
What? (Question) ,neutral,surprise
But I can't tell you. (Answer) ,neutral,sadness
"Okay, but wouldn't it be easier if you had to tell me something that you could tell me. (Statement Opinion) ",neutral,neutral
"Well, sure in a perfect world. But, no, I promised I wouldn't tell, and I swore to like all my gods. (Statement Non Opinion) ",neutral,sadness
Okay. Does it have to do with Ross and Rachel? (Question) ,neutral,neutral
No. (Answer) ,neutral,neutral
Does it have to do with Joey? (Question) ,neutral,neutral
No. (Answer) ,neutral,neutral
Does it have to do with-with Chandler and that sock that he keeps by his bed? (Question) ,neutral,disgust
"No, but let's come back to that later! (Answer) ",neutral,joy
Hi! (Greeting) ,joy,joy
Richard! (Others) ,joy,neutral
"Actually, I'm not here to complement the chef. (Statement Non Opinion) ",neutral,neutral
"Ohh... Oh, that's okay I hate when people come back to complement the chef. (Statement Opinion) ",neutral,disgust
Like I have nothing better to do! (Statement Non Opinion) ,neutral,anger
So what's up? (Question) ,neutral,neutral
"Well, it was great seeing you the other night. (Answer) ",joy,joy
"Oh, good to see you too. Did you come down here to tell me that? (Question) ",neutral,neutral
No! I came here to tell you something else. I came here to tell you I still love you. (Answer) ,joy,joy
"One pregnant woman at a time, please! I just want you to be okay. (Statement Opinion) ",disgust,joy
So forcing her to marry Bobby is gonna make that happen? (Question) ,sadness,anger
"Maybe! Well! Well...so-so uh, what kind of music does Numb Nuts--Oh forget it! I can't! (Answer) ",anger,disgust
"Joey, I am scared to death about this. (Statement Non Opinion) ",fear,fear
"But I really think I can do it, I'm just gonna need some help. (Statement Opinion) ",fear,neutral
And Bobby's gonna be here the whole time. (Statement Non Opinion) ,neutral,neutral
"You bet I am! And to answer your earlier question, we're straight-up gangster rap. (Statement Non Opinion) ",joy,joy
"Look, Rachel's told me how much easier you've made all this on her. Why can't you do that for me? (Question) ",anger,sadness
Because! 'Cause... 'Cause you're my baby sister! (Answer) ,sadness,anger
And you're my big brother! (Statement Non Opinion) ,joy,joy
"I mean, you're my favorite guy in the whole world. (Statement Opinion) ",neutral,joy
I'm not even scared to tell mom and dad. (Statement Non Opinion) ,neutral,neutral
I was scared of telling you. (Statement Non Opinion) ,fear,fear
"Well I'd be scared of them, but all right. (Statement Opinion) ",fear,fear
"Joey, I can't stand the thought of having this baby with you mad at me. (Statement Opinion) ",sadness,sadness
I want him to have his uncle. (Statement Non Opinion) ,sadness,neutral
Is my baby gonna have his Uncle Joey? (Question) ,sadness,sadness
Of course he's gonna have his Uncle Joey! (Answer) ,joy,joy
"We're gonna be all right. I mean, even if we're not married this baby is gonna be so loved. Not just by us. (Statement Opinion) ",joy,joy
That's right! By his uncle too! (Agreement) ,joy,joy
And by you. (Others) ,joy,neutral
"Okay Bobby, why don't we just come over here and let them have a little moment. (Statement Non Opinion) ",neutral,neutral
Come here! (Command) ,joy,joy
No! Seriously! What's wrong with you?! (Question) ,anger,anger
I had a really nice time tonight. (Statement Non Opinion) ,joy,joy
So did I. I'm really glad Monica asked us out. (Agreement) ,joy,joy
"I'd love to ask you in, but uh, my sister's visiting and I think she's asleep on the couch. (Statement Opinion) ",neutral,neutral
You're sister? You're sister's asleep on the couch? Ohhh! I saw (Statement Non Opinion) ,surprise,surprise
"Oh hey, great, you're up. Rachel, this is my sister Krista. Krista, this is Rachel. (Statement Non Opinion) ",neutral,neutral
Hi! (Greeting) ,joy,neutral
"Nice to meet you. I wish you'd told me we were having company, I'd fix myself up! (Statement Opinion) ",surprise,neutral
Like it would help. (Statement Non Opinion) ,neutral,neutral
You are so bad! (Statement Non Opinion) ,joy,anger
You are! (Others) ,joy,anger
You are! (Others) ,joy,anger
You are! (Others) ,joy,anger
You are! (Others) ,joy,anger
You are! (Others) ,joy,anger
You are! (Others) ,joy,anger
You are so dead! I'm gonna get you. (Statement Non Opinion) ,joy,anger
"Uh, it was very nice meeting you. (Greeting) ",neutral,neutral
"Oh my God, it's that Victoria's Secret model. Something... something Goodacre. (Statement Non Opinion) ",surprise,surprise
"Hi Mom, it's Jill. (Greeting) ",neutral,neutral
"She's right, it's Jill. Jill Goodacre. Oh my God. I am trapped in an ATM vestibule with Jill Goodacre! (Statement Non Opinion) ",surprise,joy
"Yeah, I'm fine. I'm just stuck at the bank, in an ATM vestibule. (Statement Non Opinion) ",neutral,neutral
Jill says vestibule... I'm going with vestibule. (Statement Non Opinion) ,neutral,neutral
"I'm fine. No, I'm not alone... I don't know, some guy. (Statement Non Opinion) ",neutral,neutral
"Oh! Some guy. Some guy. 'Hey Jill, I saw you with some guy last night. Yes, he was (Statement Non Opinion) ",joy,anger
Are you seeing anybody right now? (Question) ,neutral,neutral
"Og-ee-op, I'm not asking for me, I'm... I mean... No, I'm-I'm not gay, I'm not asking you out. (Statement Non Opinion) ",fear,fear
I'm not-I'm not-I'm not gay! (Statement Non Opinion) ,fear,anger
Personal shopping? What is that? Like where you walk around with snooty rich people and tell them what to buy? (Question) ,neutral,surprise
Uh-huh. (Backchannel) ,neutral,neutral
That sounds great! (Agreement) ,surprise,joy
Hey! (Greeting) ,neutral,joy
"Umm, excuse me, we switched apartments. You can't eat are food anymore, that-that gravy train had ended. (Statement Non Opinion) ",anger,anger
There's gravy? (Question) ,surprise,surprise
If you have the big apartment you have to deal with people coming over all the time. (Statement Opinion) ,neutral,neutral
