Text, DeepSeek-v3
"|1. - Phoebe - Okay I've got one for you, if you had too which one would you rather eat, a seeing eye dog or a talking gorilla? 2.- Cliff - . I'd have to say...the talking gorilla, because at least I can explain to him that you're making me eat him. 3.- Phoebe - . Somebody went to college. Wow. What is it? I'm sorry.|","[""neutral"", ""joy"", ""sadness""]"
1,neutral
2,neutral
3,neutral
4,neutral
5,neutral
6,joy
7,joy
8,neutral
"|1. - Ross - Yeah, yeah, everybody's here. Hey, everybody, say hi to Julie in New Mexico. 2.- All - . Hi, Julie!|","[""neutral"", ""neutral""]"
"|1. - Phoebe - Isn't there a national football league. 2.- Chandler - . Yes. Yes, there is, they play on Sundays and Monday nights. 3.- Rachel - . Oh shoot! I work Monday nights. 4.- Phoebe - . Umm, this stuffing is amazing. Do you think we should bring them some? 5.- Joey - . When they're hungry enough, they'll come in.|","[[""neutral"", 1], [""neutral"", 2], [""sadness"", 3], [""joy"", 4], [""neutral"", 5]]"
"|1. - Tag - Hey Joey, you wanted to talk to me? 2.- Joey - . I don't know. You uh, you got something for me? 3.- Tag - . Oh, yeah, this is from Rachel. 4.- Joey - . Ten. Okay. Now Tag there's such a thing as too many women. 5.- Tag - . Really? 6.- Joey - . Yeah, for you!|","[""neutral"", ""fear"", ""neutral"", ""anger"", ""surprised"", ""joy""]"
1,surprised
2,neutral
3,neutral
4,neutral
5,neutral
6,neutral
7,neutral
8,surprised
9,disgust
10,neutral
11,anger
12,neutral
13,disgust
14,fear
15,neutral
16,anger
17,surprised
18,neutral
19,neutral
1,neutral
2,sadness
3,neutral
4,anger
5,neutral
6,sadness
7,neutral
8,neutral
9,neutral
10,sadness
11,sadness
12,sadness
13,sadness
"|1. - Ross - Ok, bye. Well, Monica's not coming, it's just gonna be me and Rachel. 2.- Chandler - . Oh. Well, hold on camper, are you sure you've thought this thing through? 3.- Ross - . It's laundry. The thinking through is minimal. 4.- Chandler - . It's just you and Rachel, just the two of you? This is a date. You're going on a date. 5.- Ross - . Nuh-uh. 6.- Chandler - . Yuh-huh. 7.- Ross - . So what're you saying here? I should shave again, pick up some wine, what? 8.- Chandler - . Well, you may wanna rethink the dirty underwear. 9.- Chandler - . This is basically the first time she's gonna see your underwear--you want it to be dirty? 10.- Ross - . No. 11.- Chandler - . Oh, and uh, the fabric softener? 12.- Ross - . Ok, ok, now what is wrong with my|",[
"|1. - Ross - Ok, bye. Well, Monica's not coming, it's just gonna be me and Rachel. 2.- Chandler - . Oh. Well, hold on camper, are you sure you've thought this thing through? 3.- Ross - . It's laundry. The thinking through is minimal. 4.- Chandler - . It's just you and Rachel, just the two of you? This is a date. You're going on a date. 5.- Ross - . Nuh-uh. 6.- Chandler - . Yuh-huh. 7.- Ross - . So what're you saying here? I should shave again, pick up some wine, what? 8.- Chandler - . Well, you may wanna rethink the dirty underwear. 9.- Chandler - . This is basically the first time she's gonna see your underwear--you want it to be dirty? 10.- Ross - . No. 11.- Chandler - . Oh, and uh, the fabric softener? 12.- Ross - . Ok, ok, now what is wrong with my|","  ""neutral"","
"|1. - Ross - Ok, bye. Well, Monica's not coming, it's just gonna be me and Rachel. 2.- Chandler - . Oh. Well, hold on camper, are you sure you've thought this thing through? 3.- Ross - . It's laundry. The thinking through is minimal. 4.- Chandler - . It's just you and Rachel, just the two of you? This is a date. You're going on a date. 5.- Ross - . Nuh-uh. 6.- Chandler - . Yuh-huh. 7.- Ross - . So what're you saying here? I should shave again, pick up some wine, what? 8.- Chandler - . Well, you may wanna rethink the dirty underwear. 9.- Chandler - . This is basically the first time she's gonna see your underwear--you want it to be dirty? 10.- Ross - . No. 11.- Chandler - . Oh, and uh, the fabric softener? 12.- Ross - . Ok, ok, now what is wrong with my|","  ""surprised"","
"|1. - Ross - Ok, bye. Well, Monica's not coming, it's just gonna be me and Rachel. 2.- Chandler - . Oh. Well, hold on camper, are you sure you've thought this thing through? 3.- Ross - . It's laundry. The thinking through is minimal. 4.- Chandler - . It's just you and Rachel, just the two of you? This is a date. You're going on a date. 5.- Ross - . Nuh-uh. 6.- Chandler - . Yuh-huh. 7.- Ross - . So what're you saying here? I should shave again, pick up some wine, what? 8.- Chandler - . Well, you may wanna rethink the dirty underwear. 9.- Chandler - . This is basically the first time she's gonna see your underwear--you want it to be dirty? 10.- Ross - . No. 11.- Chandler - . Oh, and uh, the fabric softener? 12.- Ross - . Ok, ok, now what is wrong with my|","  ""neutral"","
"|1. - Ross - Ok, bye. Well, Monica's not coming, it's just gonna be me and Rachel. 2.- Chandler - . Oh. Well, hold on camper, are you sure you've thought this thing through? 3.- Ross - . It's laundry. The thinking through is minimal. 4.- Chandler - . It's just you and Rachel, just the two of you? This is a date. You're going on a date. 5.- Ross - . Nuh-uh. 6.- Chandler - . Yuh-huh. 7.- Ross - . So what're you saying here? I should shave again, pick up some wine, what? 8.- Chandler - . Well, you may wanna rethink the dirty underwear. 9.- Chandler - . This is basically the first time she's gonna see your underwear--you want it to be dirty? 10.- Ross - . No. 11.- Chandler - . Oh, and uh, the fabric softener? 12.- Ross - . Ok, ok, now what is wrong with my|","  ""surprised"","
"|1. - Ross - Ok, bye. Well, Monica's not coming, it's just gonna be me and Rachel. 2.- Chandler - . Oh. Well, hold on camper, are you sure you've thought this thing through? 3.- Ross - . It's laundry. The thinking through is minimal. 4.- Chandler - . It's just you and Rachel, just the two of you? This is a date. You're going on a date. 5.- Ross - . Nuh-uh. 6.- Chandler - . Yuh-huh. 7.- Ross - . So what're you saying here? I should shave again, pick up some wine, what? 8.- Chandler - . Well, you may wanna rethink the dirty underwear. 9.- Chandler - . This is basically the first time she's gonna see your underwear--you want it to be dirty? 10.- Ross - . No. 11.- Chandler - . Oh, and uh, the fabric softener? 12.- Ross - . Ok, ok, now what is wrong with my|","  ""neutral"","
"|1. - Ross - Ok, bye. Well, Monica's not coming, it's just gonna be me and Rachel. 2.- Chandler - . Oh. Well, hold on camper, are you sure you've thought this thing through? 3.- Ross - . It's laundry. The thinking through is minimal. 4.- Chandler - . It's just you and Rachel, just the two of you? This is a date. You're going on a date. 5.- Ross - . Nuh-uh. 6.- Chandler - . Yuh-huh. 7.- Ross - . So what're you saying here? I should shave again, pick up some wine, what? 8.- Chandler - . Well, you may wanna rethink the dirty underwear. 9.- Chandler - . This is basically the first time she's gonna see your underwear--you want it to be dirty? 10.- Ross - . No. 11.- Chandler - . Oh, and uh, the fabric softener? 12.- Ross - . Ok, ok, now what is wrong with my|","  ""neutral"","
"|1. - Ross - Ok, bye. Well, Monica's not coming, it's just gonna be me and Rachel. 2.- Chandler - . Oh. Well, hold on camper, are you sure you've thought this thing through? 3.- Ross - . It's laundry. The thinking through is minimal. 4.- Chandler - . It's just you and Rachel, just the two of you? This is a date. You're going on a date. 5.- Ross - . Nuh-uh. 6.- Chandler - . Yuh-huh. 7.- Ross - . So what're you saying here? I should shave again, pick up some wine, what? 8.- Chandler - . Well, you may wanna rethink the dirty underwear. 9.- Chandler - . This is basically the first time she's gonna see your underwear--you want it to be dirty? 10.- Ross - . No. 11.- Chandler - . Oh, and uh, the fabric softener? 12.- Ross - . Ok, ok, now what is wrong with my|","  ""neutral"","
"|1. - Ross - Ok, bye. Well, Monica's not coming, it's just gonna be me and Rachel. 2.- Chandler - . Oh. Well, hold on camper, are you sure you've thought this thing through? 3.- Ross - . It's laundry. The thinking through is minimal. 4.- Chandler - . It's just you and Rachel, just the two of you? This is a date. You're going on a date. 5.- Ross - . Nuh-uh. 6.- Chandler - . Yuh-huh. 7.- Ross - . So what're you saying here? I should shave again, pick up some wine, what? 8.- Chandler - . Well, you may wanna rethink the dirty underwear. 9.- Chandler - . This is basically the first time she's gonna see your underwear--you want it to be dirty? 10.- Ross - . No. 11.- Chandler - . Oh, and uh, the fabric softener? 12.- Ross - . Ok, ok, now what is wrong with my|","  ""neutral"","
"|1. - Ross - Ok, bye. Well, Monica's not coming, it's just gonna be me and Rachel. 2.- Chandler - . Oh. Well, hold on camper, are you sure you've thought this thing through? 3.- Ross - . It's laundry. The thinking through is minimal. 4.- Chandler - . It's just you and Rachel, just the two of you? This is a date. You're going on a date. 5.- Ross - . Nuh-uh. 6.- Chandler - . Yuh-huh. 7.- Ross - . So what're you saying here? I should shave again, pick up some wine, what? 8.- Chandler - . Well, you may wanna rethink the dirty underwear. 9.- Chandler - . This is basically the first time she's gonna see your underwear--you want it to be dirty? 10.- Ross - . No. 11.- Chandler - . Oh, and uh, the fabric softener? 12.- Ross - . Ok, ok, now what is wrong with my|","  ""neutral"","
"|1. - Ross - Ok, bye. Well, Monica's not coming, it's just gonna be me and Rachel. 2.- Chandler - . Oh. Well, hold on camper, are you sure you've thought this thing through? 3.- Ross - . It's laundry. The thinking through is minimal. 4.- Chandler - . It's just you and Rachel, just the two of you? This is a date. You're going on a date. 5.- Ross - . Nuh-uh. 6.- Chandler - . Yuh-huh. 7.- Ross - . So what're you saying here? I should shave again, pick up some wine, what? 8.- Chandler - . Well, you may wanna rethink the dirty underwear. 9.- Chandler - . This is basically the first time she's gonna see your underwear--you want it to be dirty? 10.- Ross - . No. 11.- Chandler - . Oh, and uh, the fabric softener? 12.- Ross - . Ok, ok, now what is wrong with my|","  ""neutral"","
"|1. - Ross - Ok, bye. Well, Monica's not coming, it's just gonna be me and Rachel. 2.- Chandler - . Oh. Well, hold on camper, are you sure you've thought this thing through? 3.- Ross - . It's laundry. The thinking through is minimal. 4.- Chandler - . It's just you and Rachel, just the two of you? This is a date. You're going on a date. 5.- Ross - . Nuh-uh. 6.- Chandler - . Yuh-huh. 7.- Ross - . So what're you saying here? I should shave again, pick up some wine, what? 8.- Chandler - . Well, you may wanna rethink the dirty underwear. 9.- Chandler - . This is basically the first time she's gonna see your underwear--you want it to be dirty? 10.- Ross - . No. 11.- Chandler - . Oh, and uh, the fabric softener? 12.- Ross - . Ok, ok, now what is wrong with my|","  ""neutral"","
"|1. - Ross - Ok, bye. Well, Monica's not coming, it's just gonna be me and Rachel. 2.- Chandler - . Oh. Well, hold on camper, are you sure you've thought this thing through? 3.- Ross - . It's laundry. The thinking through is minimal. 4.- Chandler - . It's just you and Rachel, just the two of you? This is a date. You're going on a date. 5.- Ross - . Nuh-uh. 6.- Chandler - . Yuh-huh. 7.- Ross - . So what're you saying here? I should shave again, pick up some wine, what? 8.- Chandler - . Well, you may wanna rethink the dirty underwear. 9.- Chandler - . This is basically the first time she's gonna see your underwear--you want it to be dirty? 10.- Ross - . No. 11.- Chandler - . Oh, and uh, the fabric softener? 12.- Ross - . Ok, ok, now what is wrong with my|","  ""neutral"""
"|1. - Ross - Ok, bye. Well, Monica's not coming, it's just gonna be me and Rachel. 2.- Chandler - . Oh. Well, hold on camper, are you sure you've thought this thing through? 3.- Ross - . It's laundry. The thinking through is minimal. 4.- Chandler - . It's just you and Rachel, just the two of you? This is a date. You're going on a date. 5.- Ross - . Nuh-uh. 6.- Chandler - . Yuh-huh. 7.- Ross - . So what're you saying here? I should shave again, pick up some wine, what? 8.- Chandler - . Well, you may wanna rethink the dirty underwear. 9.- Chandler - . This is basically the first time she's gonna see your underwear--you want it to be dirty? 10.- Ross - . No. 11.- Chandler - . Oh, and uh, the fabric softener? 12.- Ross - . Ok, ok, now what is wrong with my|",]
1,anger
2,neutral
3,anger
4,neutral
5,anger
6,surprised
7,neutral
8,neutral
9,neutral
10,neutral
11,neutral
12,neutral
13,neutral
14,neutral
15,neutral
16,neutral
17,sadness
18,neutral
19,sadness
20,neutral
21,neutral
1,surprised
2,sadness
3,fear
4,joy
"|1. - Mona - Oh my God! Oh my God! I'm so sorry! 2.- Ross - . Aw forget it, it's from 3.- Dr. Green - . You think you can knock up my daughter and then not marry her?! I'm gonna kill you!! 4.- Ross - . Y'know this is actually not a great time for me.|","[""surprised"", ""neutral"", ""anger"", ""fear""]"
1,joy
2,joy
3,joy
4,surprised
5,fear
6,neutral
7,neutral
8,neutral
9,neutral
10,sadness
11,sadness
12,neutral
13,neutral
14,anger
15,neutral
1,surprised
2,sadness
3,sadness
4,neutral
5,surprised
6,neutral
7,surprised
8,sadness
9,sadness
10,neutral
1,sadness
2,neutral
3,neutral
4,neutral
5,neutral
6,joy
7,surprised
8,neutral
9,neutral
10,neutral
11,anger
12,surprised
13,anger
1,joy
2,disgust
3,anger
4,surprised
5,anger
6,surprised
7,anger
8,anger
9,neutral
1,neutral
2,neutral
3,joy
4,neutral
5,neutral
6,surprised
7,neutral
8,neutral
9,surprised
10,joy
11,neutral
12,neutral
13,neutral
1,sadness
2,neutral
3,surprised
4,neutral
5,neutral
6,fear
7,neutral
8,joy
9,neutral
10,anger
11,neutral
12,neutral
1,joy
2,neutral
3,joy
1,neutral
2,surprised
3,anger
4,joy
5,sadness
6,fear
7,neutral
"|1. - Joanna - Chandler is fantastic!! 2.- Rachel - . What?! 3.- Joanna - . Y'know how people just click? 4.- Joanna - . Like he came by to pick me up, and I opened the door, and it was just like, click! 5.- Joanna - . Did he tell you? 6.- Joanna - . Oh, and he's got such a good heart! Doesn't he have a good heart? 7.- Rachel - . Oh, I know... 8.- Joanna - . Oh, I know and he's soo sweet! Listen, he said he was going to call, so put him straight through. 9.- Sophie - . Isn't this great?! 10.- Joanna - . Don't spoil it.|","[joy, surprised, neutral, joy, neutral, joy, neutral, joy, joy, anger]"
1,neutral
2,joy
3,neutral
4,neutral
5,neutral
6,sadness
7,surprised
8,neutral
9,anger
10,disgust
11,neutral
12,anger
13,neutral
14,neutral
15,sadness
16,sadness
17,neutral
18,joy
1,joy
2,neutral
3,neutral
4,neutral
5,fear
6,surprised
|1. - Ross - I think the check in is that way. 2.- Rachel - . Ahh.|,"[""neutral"", ""surprised""]"
1,anger
2,neutral
3,surprised
4,joy
5,surprised
6,neutral
7,neutral
8,anger
9,sadness
10,anger
11,neutral
1,neutral
2,neutral
3,surprised
4,neutral
5,sadness
6,fear
7,fear
8,fear
9,neutral
10,joy
1,neutral
2,joy
3,neutral
4,surprised
5,neutral
6,joy
7,neutral
8,joy
9,neutral
10,neutral
11,neutral
12,neutral
13,neutral
14,neutral
15,neutral
16,neutral
17,joy
18,neutral
19,neutral
20,joy
1,neutral
2,fear
3,disgust
1,sadness
2,surprised
3,joy
4,neutral
5,disgust
6,neutral
7,neutral
8,neutral
9,neutral
10,anger
11,neutral
12,sadness
13,disgust
1,neutral
2,neutral
3,neutral
4,neutral
5,joy
6,neutral
7,surprised
8,neutral
9,neutral
10,anger
11,neutral
12,anger
13,neutral
14,neutral
15,neutral
1,anger
2,disgust
3,neutral
"|1. - Monica - Oh my God!!! What are you doing?!! 2.- Joey - . You said, you wanna come in for some lemonade? 3.- Monica - . So?! 4.- Joey - . Whoa, ah!! We're you just gonna give me some lemonade? 5.- Monica - . Yeah huh!! Cover yourself up! 6.- Joey - . Oh right, right. 7.- Monica - . I don't believe this! When someone asks you in for lemonade, and to you that means they wanna have sex? 8.- Joey - . Well usually...yeah! 9.- Joey - . Well, not just lemonade, iced tea, sometimes juice. 10.- Joey - . Well, sorry, I just, I thought you liked me. 11.- Joey - . I'm such a jerk. 12.- Monica - . It's okay. I suppose it could happen to anyone, not anyone I know, but... By the way I can still see it.|","[""surprised"", ""neutral"", ""neutral"", ""surprised"", ""disgust"", ""neutral"", ""anger"", ""neutral"", ""neutral"", ""sadness"", ""sadness"", ""neutral""]"
1,joy
2,neutral
3,neutral
4,neutral
5,surprised
6,neutral
7,joy
8,surprised
1,neutral
2,sadness
3,joy
4,joy
5,anger
6,neutral
7,neutral
8,joy
9,neutral
1,neutral
2,surprised
3,neutral
4,sadness
5,anger
6,neutral
7,joy
8,neutral
9,anger
10,neutral
1,joy
2,joy
3,joy
4,neutral
5,neutral
6,fear
7,disgust
8,surprised
1,surprised
2,neutral
3,joy
4,neutral
5,surprised
6,disgust
7,neutral
8,sadness
9,neutral
10,sadness
11,surprised
12,sadness
1,surprised
2,neutral
3,joy
4,neutral
5,neutral
6,joy
7,surprised
8,neutral
9,joy
10,joy
1,neutral
2,neutral
3,neutral
4,disgust
5,neutral
6,neutral
7,joy
8,neutral
9,sadness
10,neutral
