Conversation,Original_Label,Ds-r1
"You feel uncomfortable here, you feel that it's wrong here somehow.  I just...I don't...I didn't want...I didn't want to take you away from anything.",xxx,fear
"Chris, I've been ready a long, long, time.",neutral,frustrated
And he's gone forever?  Are you sure?,xxx,fear
I almost got married two years ago.,neutral,sad
Why didn't you?,xxx,frustrated
You started to write me.,neutral,neutral
You felt something that far back?,surprise,surprised
Every day since.,happy,neutral
Why didn't you let me know?,happy,frustrated
"I was waiting for you, Chris.  You sure can be ambiguous, you know.  And when you did finally write me,",xxx,frustrated
Give me a...,happy,neutral
Give me a kiss.,happy,happy
God.  I kissed you Annie.,xxx,excited
beating around the bush.,happy,frustrated
"I will never forgive you.  All I'd done was sit around wondering if I was crazy waiting so long, wondering if you were thinking about me.",happy,anger
"Oh Annie, we are going to live now.  I am going to make you so happy.",happy,excited
Not like that you're not.,happy,frustrated
I kissed you.,happy,happy
"Like Larry's brother.  Do it like you, Chris.",neutral,neutral
"Chris, what is it?",xxx,neutral
"Hey, let's drive some place.  Huh?  Let's get out of here.",sad,fear
No. What is it?  Is it your mother?,xxx,frustrated
No it's nothing like that. It's-,sad,frustrated
"Then what?  Chris.  Even in your letters, there was something ashamed.",xxx,frustrated
Yeah.  I suppose I have been. But it's going from me.,sad,sad
You've got to tell me.,xxx,frustrated
I don't even know how to start.,sad,frustrated
It wouldn't work like this.,xxx,frustrated
"It's just all mixed up with so many other things, you know?  You know overseas I was in command of a company?",sad,frustrated
"Yeah, sure.",neutral,neutral
Well I lost them.,sad,frustrated
How many?,neutral,neutral
Pretty much all.,sad,neutral
"Aw, geez.",sad,frustrated
You can't just toss off a thing like that because they weren't just men. You know?,sad,frustrated
"Like for instance, there was this one time it had been raining for several days and this kid he just came up to me and he gave me his last pair of dry socks.  He just put them in my pocket.  That's a little thing, you know, but that's what kind of guys I had.",sad,happy
"They didn't die, they killed themselves for each other.  I mean that, exactly.  Just a little more selfish and they would all be here today.",sad,sad
"And I had this idea as I was watching them go down.  Everything was being destroyed, you know, but this one thing was being made.  It was kind of a monument, it's kind of responsibility, man for man.",xxx,neutral
Mmhmm.,neutral,neutral
"To bring that on to the earth again, you know, is like some kind of monument and I thought I would just make a difference to them.",sad,neutral
"But then I came home and it was incredible, you know?  The whole thing was just kind of this random bus accident.  You know, I went back to the rat race again, I went to work.",sad,surprised
Driving my new car and seeing a new refrigerator.,xxx,happy
"I mean...You can't take those things out of a war. when you drive that car and you see that new refrigerator, you have to know that it came out of the love that a man can have for another man.",xxx,sad
And I didn't want any of it. I guess that included you.,sad,sad
Do you still feel that way?,xxx,neutral
I just want you to know Annie.,neutral,neutral
"Because you mustn't feel that way.  Everything you have, you've earned - everything.  you understand me?",xxx,frustrated
"Even me.  And your money?  Chris, there's nothing wrong in your money.  Your father put hundreds of planes into the air, you should be proud of that.  A man should be paid for that.",xxx,happy
"Annie, Annie.  I am going to make a fortune for you.",xxx,excited
What would I do with a fortune?,happy,neutral
"What time is it?  I think it's supposed to run around midnight, right?  God, this is great, isn't it, Carla?  Look at this night we got here, huh.",xxx,excited
"Actually I want to get a little further up the coast, get away from all like the lights and the people, but...  How are you doing?",xxx,frustrated
Fine.,neutral,frustrated
"Okay.  Is that, is that--",excited,frustrated
No.  That's just foam.  I don't know.  I can't tell.,xxx,frustrated
[BREATHING],frustrated,fear
"I don't know, probably if you can't tell, though, it's probably not them, right?  It's probably going to be like this unmistakable thing, right?",xxx,frustrated
Oh no.  you know what I forgot?,xxx,frustrated
What?,xxx,surprised
"My flashlight.  God, how could I be so stupid?  I can't believe I forgot my flashlight.",xxx,frustrated
What flashlight?,surprise,surprised
"The flashlight, the silver one.  There's only one, isn't there?",neutral,fear
That's not your flashlight.,neutral,neutral
Whose is it?,neutral,neutral
It's ours; it's my flashlight too.,xxx,frustrated
"Oh...well. Yeah, of course.",neutral,frustrated
You keep saying my flashlight like it's just yours.,anger,frustrated
No.,neutral,anger
How's that supposed to make me feel?,anger,frustrated
"Of course, our flashlight.  What's yours is mine.  Me flashlight es su flashlight.",neutral,happy
"Naturally.  God, how could we not think to bring it?  I hope the moon stays out, though.",frustrated,frustrated
Do they always run during a full moon?  I don't remember.  Was it full last year?,neutral,frustrated
Yeah.,neutral,neutral
"Huh.  Are you cold?  Do you want my jacket?  No?  you know, we should have brought the blanket?  Our blanket.",neutral,frustrated
"Aw.  Do you know, I should have brought a six pack, too.  A six pack, that would be just the ticket right about now.  Huh?",neutral,frustrated
"God, I'm so excited, I'm like a kid.  I can't believe I got out of the house with my fly zipped up.",excited,excited
[LAUGHTER],happy,happy
I wonder if they can hear me talk or like feel the vibrations in the sand when we move around.,xxx,neutral
I'm cold.,sad,neutral
Do you want my jacket?,frustrated,neutral
"It's after eleven, let's go.",xxx,neutral
What?  We just got here.  What's the point of coming all the way down here if we just turn around and go home?,xxx,frustrated
There is no point.,xxx,sad
Right.,neutral,neutral
That's my point.,xxx,neutral
"Wait, that's my point, too.",neutral,surprised
"Well, then let's go.",frustrated,neutral
"No, no.  Okay.  That's not my point.  My point is there is no point in coming down here if we just turn around and go home.  Don't you want to see it?",frustrated,frustrated
Not particularly.,neutral,neutral
Why not?,neutral,frustrated
I just don't.  It's stupid.,xxx,frustrated
"Honey, this is like a natural phenomenon. I mean... People in Kansas would have to get plane reservations and get hotel rooms to see this.  It's just forty minutes away for us; it's too good to pass up.",neutral,excited
"Pass what up?  I mean these fish swim out of the ocean, they flop around on the beach, they swim away and then they die.",frustrated,neutral
Yeah.  But this..this moment on the beach is like the highlight of their little lives.  All that flopping around is laying eggs or what to do - spawning or mating or whatever.,neutral,excited
This is a big night for these little guys.  It's like life's last orgy.,neutral,excited
I don't see why you're so excited; this isn't a freaking moon landing we are talking about.  It's fish.  It's a fish nobody even eats.,xxx,frustrated
Yeah they do.,frustrated,neutral
Oh Augie,frustrated,surprised
"okay... well, Whatever.  But it's a fish who do something no other fish do.  It's like those swallows returning to Capistrano or like those lemmings that throw themselves off the cliffs.",xxx,frustrated
"There's like mystery here, there's magic.  It's like a little bit of the unexplainable.  I just can't see how you're not interested.",neutral,excited
I'm just not.,xxx,sad
For real?,surprise,surprised
Yeah.,frustrated,neutral
"God, I don't get it.  you know the first time we came here, you said it was the best night of your life?",neutral,frustrated
"And last year, I remember distinctly you said, you were so excited to get here that you don't remember you stubbed your toe until we were in the car.",neutral,excited
"Last time, you'll also remember, we got our shoes wet, I got sand in my panties, you got a sore throat and we got into a big fight and we did not see the grunions.",xxx,frustrated
Ahh...we weren't in a good spot.,neutral,sad
Hmm.  We didn't see them the year before either.,frustrated,neutral
"We just weren't in a good spot.  I'm telling you, this is a much better spot.  I have instincts for these things.",neutral,excited
"Look there, see?  What's that?  No, that's - that's just seaweed.",excited,fear
"God, this is great.  Think about this.  I know you are not interested, but just think about this.",happy,excited
"Right now out there, there is this mass of silver fish and it's heading this way.  No one sent them an invitation, no one told them, no one even gave them a map.",xxx,surprised
"Just all at once, they turned and they formed this line as long as the California coast.  And some instinctual little firecracker went off in their bodies and they all just turned as one and started swimming.",excited,surprised
They are swimming right now.  They are swimming as if that is the only thing that matters to them.,xxx,happy
It's single mindedness with no mind.  It is urgency that is just pure urge.,excited,frustrated
And they are swimming right now to this very point where we stand for this huge celebration of sex and death.,xxx,excited
"Oh look.  I'm giving myself goose bumps, my hairs are standing up on my arm.",xxx,excited
That's the wind.,neutral,neutral
So what do you think?,happy,neutral
About what?,neutral,neutral
