Sentence,Original_Label,DeepSeek
What? (xxx) ,Question,Question
"Being dishonest with him, you know.  This kind of thing always pays off and it's paying off. (xxx) ",Answer,Statement Opinion
What do you mean dishonest? (xxx) ,Question,Question
You know Larry is not coming back and I know it.  Why do we allow him to go on thinking that we believe with him? (neutral) ,Answer,Statement Opinion
What do you want to do?  Argue with him? (frustrated) ,Question,Question
I don't want to argue but it's time he realized that nobody believes Larry is alive. (frustrated) ,Answer,Statement Opinion
"You know?  Why shouldn't he walk the nights thinking of him, dreaming of him?   Do we contradict him?  Do we say, we don't have any hope anymore?  That we haven't had any hope for years now? (frustrated) ",Statement Opinion,Question
You can't say that to him. (frustrated) ,Command,Statement Opinion
We've got to say it to him. (neutral) ,Disagreement,Statement Opinion
Where's the proof?  Do you have any proof? (frustrated) ,Question,Question
"For God's sake, three years?  Nobody comes back after three years; that's insane. (frustrated) ",Answer,Statement Opinion
"To you it is, to me it is, but to your father, you can talk yourself until you are blue in the face.  But there is no grave and there is no body, so where are you? (frustrated) ",Statement Opinion,Statement Opinion
"Sit down, Mom.  I want to talk to you. (neutral) ",Command,Command
"It's that the trouble is those God damn newspapers.  Every month some new boy comes back and so the next one is going to be Larry, they just-- (xxx) ",Statement Non Opinion ,Statement Opinion
"All right, all right, all right.  You know why I asked Annie here, right? (frustrated) ",Question,Question
Why? (frustrated) ,Question,Question
You know. (neutral) ,Answer,Statement Non Opinion
"Well I got an idea, but what's your story? (neutral) ",Question,Statement Opinion
I'm going to ask her to marry me. (neutral) ,Answer,Statement Non Opinion
"Well that's only your business, Chris. (xxx) ",Statement Opinion,Statement Opinion
You know it's not just my business. (neutral) ,Disagreement,Statement Opinion
Well what do you want me to do?  You're old enough to know your own mind. (xxx) ,Statement Opinion,Question
"So all right then, I'll just go ahead with it? (neutral) ",Statement Non Opinion ,Question
Well you want to make sure that your father is not going to -- (xxx) ,Statement Non Opinion ,Statement Opinion
Then it's not just my business. (frustrated) ,Statement Opinion,Statement Opinion
I'm just saying. (xxx) ,Statement Non Opinion ,Statement Opinion
"You know sometimes you infuriate me.  you know that?  Isn't it your business if I tell father and he throws a fit about it?  God, you have such a talent for ignoring things. (anger) ",Statement Opinion,Statement Opinion
Oh.  I ignore what I got to ignore.  That girl is Larry's girl. (xxx) ,Statement Non Opinion ,Statement Opinion
She's not Larry's girl. (frustrated) ,Disagreement,Statement Opinion
"From your father's point of view, he is not dead and- Chris he still thinks he's still alive.  The girl is Larry's girl. (frustrated) ",Statement Non Opinion ,Statement Opinion
"Now you can go on from there if you know where to go, but I'm telling you, I don't know where to go. (frustrated) ",Statement Non Opinion ,Statement Opinion
"I don't know why it is, but every time I reach out for something I have to pull back because I am afraid other people will suffer. My whole bloody life, time after time. (frustrated) ",Statement Opinion,Statement Opinion
"You're a considerate fellow, there's nothing wrong in that. (frustrated) ",Statement Opinion,Statement Opinion
To hell with that. (frustrated) ,Statement Opinion,Statement Opinion
I just don't see why.  Have you asked Annie yet? (frustrated) ,Question,Question
I wanted to get this settled first. (neutral) ,Answer,Statement Non Opinion
Well how do you know she's going to marry you?  Maybe she feels the same way your father does. (frustrated) ,Question,Question
"Well if she does, then that's it.  That's the end of it.  From her letters, though, I think she's pretty much forgotten him. (neutral) ",Answer,Statement Opinion
And then we'll thrash it out with father.  Okay Mom?  Don't avoid me. (neutral) ,Command,Statement Opinion
The trouble is you don't see enough women.  You never did. (frustrated) ,Statement Opinion,Statement Opinion
So what.  I'm not fast with women. (frustrated) ,Statement Opinion,Statement Opinion
Why does it have to be Annie? (frustrated) ,Question,Question
Because it is. (frustrated) ,Answer,Statement Opinion
Oh that's a great reason.  It's no reason at all. (frustrated) ,Disagreement,Statement Opinion
I don't know. (frustrated) ,Statement Non Opinion ,Statement Non Opinion
"You haven't seen her since you went away to war, it's been five years. (frustrated) ",Statement Non Opinion ,Statement Opinion
"I can't help it, I know her best.  I was brought up next door to her, you know?  These years when I think of someone for my wife, I think of Annie. (frustrated) ",Statement Non Opinion ,Statement Opinion
"Mom, what do you want?  A diagram? (frustrated) ",Question,Question
I don't want a diagram. (frustrated) ,Answer,Statement Opinion
He thinks he's coming back Chris. (frustrated) ,Statement Non Opinion ,Statement Opinion
"You marry that girl, you are pronouncing him dead... (frustrated) ",Statement Non Opinion ,Statement Opinion
...and then what's that going to do to your father?  Do you know?  I don't. (frustrated) ,Statement Non Opinion ,Question
"All right, then, Mom. [BREATHING] (frustrated) ",Agreement,Acknowledge
Just give it some more thought. (neutral) ,Command,Command
"I've given it three years of thought.  And I'd hope that if I waited, father would forget about Larry and then we could just have a regular wedding and everyone would be happy. (frustrated) ",Statement Opinion,Statement Opinion
"But if I can't do that here, I may have to go somewhere else. (frustrated) ",Statement Non Opinion ,Statement Opinion
What the hell is this? (anger) ,Question,Question
"I'll get out.  I'll get married and I'll move somewhere else, maybe New York. (neutral) ",Statement Non Opinion ,Statement Opinion
Are you crazy? (xxx) ,Question,Question
"I've been a good son for too long, a good sucker. (frustrated) ",Statement Opinion,Statement Opinion
You have a business here.  What the hell is this? (anger) ,Question,Question
The business?  The business doesn't inspire me. (frustrated) ,Answer,Statement Opinion
Oh.  Must you be inspired? (anger) ,Question,Question
"Yes.  I like it for an hour a day.  I don't care if I have to grub for money all day long, when I come home I want it happy. (frustrated) ",Answer,Statement Opinion
"I want some kids, I want a family, I want somebody that I can give myself to and Annie is in the center of that.  Now it's just where to find it. (frustrated) ",Statement Opinion,Statement Opinion
You mean to tell me that you would leave the business over this? (frustrated) ,Question,Question
"On this, I would. (neutral) ",Answer,Statement Opinion
Well you don't want to think like that. (frustrated) ,Command,Statement Opinion
Then help me stay here. (neutral) ,Command,Command
"All right.  But you don't want to think like that because what the hell are we working for, Chris?  It's all for you.  This whole shooting match is for you. (anger) ",Statement Non Opinion ,Statement Opinion
I know that.  Then just help me stay here. (frustrated) ,Command,Statement Opinion
Just don't think like that. (anger) ,Command,Command
Well I am thinking like that. (frustrated) ,Statement Non Opinion ,Statement Opinion
"I don't understand you, do I? (frustrated) ",Question,Question
No.  You don't.  I'm a pretty tough guy. (frustrated) ,Answer,Statement Opinion
I can see that. (frustrated) ,Agreement,Acknowledge
Why did he invite her here? (xxx) ,Question,Question
Why does that bother you? (xxx) ,Question,Question
"She's been in New York three and an half years, why all of a sudden? (xxx) ",Question,Statement Non Opinion
Well maybe...maybe he just wanted to see her. (neutral) ,Answer,Statement Opinion
Nobody comes seven hundred miles just to see. (xxx) ,Statement Opinion,Statement Opinion
"What do you mean?  You know he lived next door to the girl his whole life, why wouldn't he want to see her? (xxx) ",Question,Question
[BREATHING] You don't look at me like that.  He didn't tell me anything more than he told you. (frustrated) ,Statement Non Opinion ,Statement Non Opinion
He's not going to marry her. (anger) ,Command,Statement Opinion
How do you know he's even thinking about it? (neutral) ,Question,Question
It's got that about it. (anger) ,Answer,Statement Opinion
Oh.  So what. (xxx) ,Backchannel,Backchannel
"What is going on here, Joe? (anger) ",Question,Question
Now listen. (frustrated) ,Command,Command
She is not his girl.  She knows she's not. (anger) ,Statement Non Opinion ,Statement Opinion
You can't read her mind. (frustrated) ,Statement Non Opinion ,Statement Opinion
"Then why is she still single?  New York is full of men, why is she still single?  Probably a hundred people told her she's foolish, but she waited. (anger) ",Question,Question
How do you know why she waited? (neutral) ,Question,Question
"Because she knows what I know, that's why.  She's faithful as a rock.  In my darkest moments, I think of her waiting and I know that I'm right. (anger) ",Answer,Statement Opinion
"Hey look, it's a nice day, huh?  Why are we arguing? (frustrated) ",Question,Question
"Nobody in this house dares take away her faith, Joe.  You know strangers might, but not his father, not his brother. (anger) ",Statement Opinion,Statement Opinion
What do you want me to do? What do you want? (frustrated) ,Question,Question
"I want you to-- I want you to act like he is coming back, both of you.  Don't think I haven't noticed you since Chris invited her here. (anger) ",Answer,Command
I won't stand for any nonsense. (anger) ,Statement Non Opinion ,Statement Opinion
Kate. (frustrated) ,Others,Acknowledge
"Because if he's not coming back, I'll kill myself.  Oh laugh, laugh all you like but why does this happen the very night he comes back.  She goes to sleep in his room and his memorial breaks in pieces.  Look at it, Joe, look. (anger) ",Statement Opinion,Statement Opinion
[BREATHING] (frustrated) ,Others,Others
Calm yourself. (frustrated) ,Command,Command
"Just believe with me, Joe. Only last week a man came back in Detroit missing longer than Larry.  Believe with me. You, above all, have got to believe. Just believe. (anger) ",Statement Non Opinion ,Command
Okay. Calm yourself. (frustrated) ,Command,Command
"I know. All right, all right. All right. Okay.  Calm yourself. What does that mean, me above all? (frustrated) ",Question,Question
"Look at you, you're shaking. (xxx) ",Statement Non Opinion ,Statement Non Opinion
I can't help it. (frustrated) ,Statement Non Opinion ,Statement Non Opinion
"What have I got to hide?  What the hell is the matter with you, Kate? (anger) ",Question,Question
You're the only one who still loves his parents. (neutral) ,Statement Opinion,Statement Non Opinion
"I know.  It kind of went out of style, didn't it? (neutral) ",Question,Agreement
It's not so bad; it's a good thing. (neutral) ,Answer,Statement Opinion
"[BREATHING] You know, it's lovely here.  The air is sweet. (neutral) ",Statement Opinion,Statement Opinion
You're not sorry you came. (neutral) ,Question,Statement Non Opinion
"I'm not sorry, no. But I'm...I can't stay. (neutral) ",Answer,Statement Non Opinion
Why not? (xxx) ,Question,Question
"For one thing, your mother much as told me to go. (neutral) ",Answer,Statement Non Opinion
